Name,URL of sub-project,Contributors,# of test files,# of test units,# of test units with mocks,Total # of more than one class mocked per test,Mocks of other mocks
cmsgov/dpc-app,"https://github.com/cmsgov/dpc-app/tree/master/dpc-aggregation/
",29,10,45,3,2,0
cmsgov/dpc-app,"https://github.com/cmsgov/dpc-app/tree/master/dpc-api/
",29,23,91,25,19,0
cmsgov/dpc-app,"https://github.com/cmsgov/dpc-app/tree/master/dpc-attribution/
",29,3,2,0,0,0
cmsgov/dpc-app,"https://github.com/cmsgov/dpc-app/tree/master/dpc-bluebutton/
",29,2,28,0,0,0
cmsgov/dpc-app,"https://github.com/cmsgov/dpc-app/tree/master/dpc-common/
",29,30,111,34,14,0
cmsgov/dpc-app,"https://github.com/cmsgov/dpc-app/tree/master/dpc-consent/
",29,6,15,0,0,0
cmsgov/dpc-app,"https://github.com/cmsgov/dpc-app/tree/master/dpc-queue/
",29,6,33,11,0,0
cmsgov/qpp-conversion-tool,"https://github.com/cmsgov/qpp-conversion-tool/tree/master/converter/
",32,132,828,29,3,0
cmsgov/qpp-conversion-tool,"https://github.com/cmsgov/qpp-conversion-tool/tree/master/generate/
",32,1,2,2,0,0
cmsgov/qpp-conversion-tool,"https://github.com/cmsgov/qpp-conversion-tool/tree/master/rest-api/
",32,45,262,134,44,0
code4craft/webmagic,"https://github.com/code4craft/webmagic/tree/master/webmagic-core/
",42,22,51,2,0,0
codefollower/cassandra-java-driver-research,"https://github.com/codefollower/cassandra-java-driver-research/tree/master/driver-core/
",57,112,520,14,4,0
codefollower/cassandra-java-driver-research,"https://github.com/codefollower/cassandra-java-driver-research/tree/master/driver-mapping/
",57,19,68,0,0,0
codehaus-cargo/cargo,"https://github.com/codehaus-cargo/cargo/tree/master/extensions/maven3/plugin/
",37,7,0,0,0,0
codice/alliance,"https://github.com/codice/alliance/tree/master/catalog/imaging/imaging-plugin-nitf/
",59,1,14,2,0,0
codice/alliance,"https://github.com/codice/alliance/tree/master/catalog/video/video-admin-plugin/
",59,1,11,6,4,0
codice/alliance,"https://github.com/codice/alliance/tree/master/catalog/video/video-mpegts-stream/
",59,42,154,56,34,0
codice/ddf,"https://github.com/codice/ddf/tree/master/libs/test-common/
",137,0,0,0,0,0
codice/ddf,"https://github.com/codice/ddf/tree/master/platform/email/platform-email-impl/
",137,1,6,2,0,0
codice/ddf,"https://github.com/codice/ddf/tree/master/platform/security/core/security-core-impl/
",137,11,62,2,2,0
codice/imaging-nitf,"https://github.com/codice/imaging-nitf/tree/master/core/
",18,84,463,25,2,0
codice/imaging-nitf,"https://github.com/codice/imaging-nitf/tree/master/fluent/
",18,4,22,1,0,0
codice/imaging-nitf,"https://github.com/codice/imaging-nitf/tree/master/render/
",18,7,104,8,0,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/rest-endpoint/
",45,1,4,4,0,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/test-executor/
",45,12,50,15,3,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/client/client-core/
",45,5,9,0,0,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/core/cleaner/
",45,4,27,10,1,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/core/communication/
",45,1,13,9,0,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/core/datastorage/
",45,1,7,6,0,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/core/jobs/
",45,36,196,45,6,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/core/runner/
",45,12,38,13,8,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/core/validation/
",45,2,7,1,0,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/core/worker/
",45,1,8,0,0,0
cognifide/aet,"https://github.com/cognifide/aet/tree/master/integration-tests/cleaner-test/
",45,1,3,0,0,0
cognifide/slice,"https://github.com/cognifide/slice/tree/master/slice-core/
",25,8,20,2,0,0
cognifide/slice,"https://github.com/cognifide/slice/tree/master/slice-mapper/
",25,5,23,4,0,0
cognifide/slice,"https://github.com/cognifide/slice/tree/master/slice-test/slice-core-test/
",25,1,1,1,0,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-core/
",11,16,83,7,2,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-runtime-docker-tests/
",11,29,221,23,14,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-runtime-jprofiler/
",11,2,47,0,0,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-runtime-k8s/
",11,22,211,10,0,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-runtime-remote-tests/
",11,12,50,18,12,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-runtime-tests/
",11,9,61,4,3,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-runtime-vagrant-tests/
",11,1,3,0,0,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-runtime-virtual-tests/
",11,1,3,0,0,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-runtime-windows-tests/
",11,8,54,49,15,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-runtime/
",11,28,150,20,5,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-testing-support-tests/
",11,9,67,11,7,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-testing-support/
",11,12,83,38,6,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-coherence/14.1.1/coherence-14.1.1/
",11,2,17,0,0,0
coherence-community/oracle-bedrock,"https://github.com/coherence-community/oracle-bedrock/tree/master/bedrock-coherence/21.06/coherence-21.06/
",11,2,17,0,0,0
comcast/jrugged,"https://github.com/comcast/jrugged/tree/master/jrugged-spring/
",20,7,26,10,3,0
confluence-publisher/confluence-publisher,"https://github.com/confluence-publisher/confluence-publisher/tree/master/asciidoc-confluence-publisher-client/
",16,3,108,21,13,0
confluence-publisher/confluence-publisher,"https://github.com/confluence-publisher/confluence-publisher/tree/master/asciidoc-confluence-publisher-converter/
",16,5,111,2,0,0
confluentinc/common,"https://github.com/confluentinc/common/tree/master/log4j-extensions/
",67,1,1,0,0,0
confluentinc/common,"https://github.com/confluentinc/common/tree/master/log4j2-extensions/
",67,1,3,1,0,0
confluentinc/common,"https://github.com/confluentinc/common/tree/master/logging/
",67,4,14,8,0,0
confluentinc/kafka-connect-bigquery,"https://github.com/confluentinc/kafka-connect-bigquery/tree/master/kcbq-connector/
",41,20,183,55,28,0
confluentinc/ksql,"https://github.com/confluentinc/ksql/tree/master/ksqldb-rocksdb-config-setter/
",145,2,17,0,0,0
confluentinc/ksql,"https://github.com/confluentinc/ksql/tree/master/ksqldb-test-util/
",145,2,11,0,0,0
constretto/constretto-core,"https://github.com/constretto/constretto-core/tree/master/constretto-core/
",12,39,146,12,8,0
controlsystemstudio/phoebus,"https://github.com/controlsystemstudio/phoebus/tree/master/core/framework/
",28,18,57,0,0,0
controlsystemstudio/phoebus,"https://github.com/controlsystemstudio/phoebus/tree/master/services/save-and-restore/
",28,11,166,4,0,0
controlsystemstudio/phoebus,"https://github.com/controlsystemstudio/phoebus/tree/master/app/save-and-restore/app/
",28,2,39,0,0,0
controlsystemstudio/phoebus,"https://github.com/controlsystemstudio/phoebus/tree/master/app/trends/rich-adapters/
",28,1,4,2,1,0
corfudb/corfudb,"https://github.com/corfudb/corfudb/tree/master/infrastructure/
",52,35,228,96,41,3
ctco/cukes,"https://github.com/ctco/cukes/tree/master/cukes-core/
",21,6,26,0,0,0
cucumber-attic/cuke4duke,"https://github.com/cucumber-attic/cuke4duke/tree/master/cuke4duke/
",21,8,24,3,1,0
cucumber/cucumber-jvm-groovy,"https://github.com/cucumber/cucumber-jvm-groovy/tree/master/groovy/
",19,7,22,3,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/app-api/
",18,2,29,1,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/application-api/
",18,7,21,4,2,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/core-task-api/
",18,20,33,26,10,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/datasource-api/
",18,2,6,0,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/equations-api/
",18,9,111,0,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/event-api/
",18,3,24,0,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/group-api/
",18,1,6,0,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/io-api/
",18,7,19,0,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/layout-api/
",18,3,12,4,4,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/model-api/
",18,39,364,14,5,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/presentation-api/
",18,7,24,2,2,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/property-api/
",18,3,18,0,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/service-api/
",18,5,25,21,11,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/session-api/
",18,5,30,8,1,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/swing-app-api/
",18,2,5,1,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/swing-application-api/
",18,15,42,0,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/swing-util-api/
",18,13,64,3,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/taglets/
",18,6,0,0,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/viewmodel-api/
",18,18,53,10,3,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/vizmap-api/
",18,9,34,4,1,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/vizmap-gui-api/
",18,4,12,4,1,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/webservice-api/
",18,4,10,0,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/webservice-swing-api/
",18,2,1,0,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/work-api/
",18,14,95,2,0,0
cytoscape/cytoscape-api,"https://github.com/cytoscape/cytoscape-api/tree/master/work-swing-api/
",18,3,21,2,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/app-impl/
",25,8,12,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/application-impl/
",25,1,21,5,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/command-executor-impl/
",25,2,2,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/core-task-impl/
",25,73,111,40,23,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/editor-impl/
",25,1,9,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/equations-functions-impl/
",25,5,5,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/equations-impl/
",25,69,42,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/filter2-impl/
",25,5,15,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/graphml-impl/
",25,0,0,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/group-impl/
",25,1,0,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/layout-impl/
",25,9,76,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/presentation-impl/
",25,1,0,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/scripting-impl/
",25,1,1,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/swing-application-impl/
",25,2,3,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/swing-util-impl/
",25,3,9,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/table-import-impl/
",25,5,9,0,0,0
cytoscape/cytoscape-impl,"https://github.com/cytoscape/cytoscape-impl/tree/master/ding-impl/ding-presentation-impl/
",25,19,46,0,0,0
dana-i2cat/opennaas,"https://github.com/dana-i2cat/opennaas/tree/master/itests/nclmonitoring/
",9,1,1,0,0,0
dana-i2cat/opennaas,"https://github.com/dana-i2cat/opennaas/tree/master/itests/ofertie.ncl/
",9,2,3,0,0,0
dana-i2cat/opennaas,"https://github.com/dana-i2cat/opennaas/tree/master/extensions/bundles/ofertie.ncl/
",9,4,14,0,0,0
dana-i2cat/opennaas,"https://github.com/dana-i2cat/opennaas/tree/master/extensions/bundles/openflowswitch.driver.ryu/
",9,6,14,0,0,0
dana-i2cat/opennaas,"https://github.com/dana-i2cat/opennaas/tree/master/extensions/bundles/router.capability.ip/
",9,2,3,0,0,0
dana-i2cat/opennaas,"https://github.com/dana-i2cat/opennaas/tree/master/extensions/bundles/ryu/
",9,1,1,0,0,0
dana-i2cat/opennaas,"https://github.com/dana-i2cat/opennaas/tree/master/itests/circuitaggregation/internal/
",9,1,3,0,0,0
dana-i2cat/opennaas,"https://github.com/dana-i2cat/opennaas/tree/master/itests/circuitprovisioning/internal/
",9,1,2,0,0,0
dapr/java-sdk,"https://github.com/dapr/java-sdk/tree/master/sdk-actors/
",47,22,152,30,1,0
dapr/java-sdk,"https://github.com/dapr/java-sdk/tree/master/sdk/
",47,23,279,24,0,0
darliner/weixin-java-tools,"https://github.com/darliner/weixin-java-tools/tree/master/weixin-java-common/
",48,9,22,0,0,0
darliner/weixin-java-tools,"https://github.com/darliner/weixin-java-tools/tree/master/weixin-java-cp/
",48,19,52,0,0,0
dashbuilder/dashbuilder,"https://github.com/dashbuilder/dashbuilder/tree/master/dashbuilder-client/dashbuilder-cms-client/
",22,2,11,7,4,0
dashbuilder/dashbuilder,"https://github.com/dashbuilder/dashbuilder/tree/master/dashbuilder-client/dashbuilder-common-client/
",22,11,61,7,0,0
dashbuilder/dashbuilder,"https://github.com/dashbuilder/dashbuilder/tree/master/dashbuilder-client/dashbuilder-dataset-client/
",22,3,7,6,2,0
dashbuilder/dashbuilder,"https://github.com/dashbuilder/dashbuilder/tree/master/dashbuilder-client/dashbuilder-dataset-editor/
",22,5,38,22,2,0
dashbuilder/dashbuilder,"https://github.com/dashbuilder/dashbuilder/tree/master/dashbuilder-client/dashbuilder-displayer-client/
",22,27,158,60,4,0
dashbuilder/dashbuilder,"https://github.com/dashbuilder/dashbuilder/tree/master/dashbuilder-client/dashbuilder-navigation-client/
",22,8,49,11,4,0
dashbuilder/dashbuilder,"https://github.com/dashbuilder/dashbuilder/tree/master/dashbuilder-client/dashbuilder-widgets/
",22,10,22,5,2,0
database-rider/database-rider,"https://github.com/database-rider/database-rider/tree/master/rider-core/
",32,11,80,0,0,0
datacleaner/datacleaner,"https://github.com/datacleaner/datacleaner/tree/master/testware/
",33,2,3,0,0,0
datastax/java-driver,"https://github.com/datastax/java-driver/tree/master/core/
",32,212,1350,46,12,0
datastax/java-driver,"https://github.com/datastax/java-driver/tree/master/integration-tests/
",32,0,0,0,0,0
datastax/java-driver,"https://github.com/datastax/java-driver/tree/master/mapper-processor/
",32,25,57,6,0,0
datastax/java-driver,"https://github.com/datastax/java-driver/tree/master/mapper-runtime/
",32,2,0,0,0,0
datastax/java-driver,"https://github.com/datastax/java-driver/tree/master/metrics/micrometer/
",32,3,5,5,5,0
datastax/java-driver,"https://github.com/datastax/java-driver/tree/master/metrics/microprofile/
",32,2,3,3,3,0
dayatang/dddlib,"https://github.com/dayatang/dddlib/tree/master/dddlib-datasource-saas/
",11,17,45,8,0,0
dayatang/dddlib,"https://github.com/dayatang/dddlib/tree/master/dddlib-security/dddlib-security-domain/
",11,4,13,0,0,0
dbmaintain/dbmaintain,"https://github.com/dbmaintain/dbmaintain/tree/master/dbmaintain/
",10,52,262,0,0,0
dbs-leipzig/gradoop,"https://github.com/dbs-leipzig/gradoop/tree/master/gradoop-common/
",32,13,200,12,1,0
dbs-leipzig/gradoop,"https://github.com/dbs-leipzig/gradoop/tree/master/gradoop-flink/
",32,205,727,2,0,0
dbs-leipzig/gradoop,"https://github.com/dbs-leipzig/gradoop/tree/master/gradoop-temporal/
",32,71,276,16,0,0
dcache/nfs4j,"https://github.com/dcache/nfs4j/tree/master/core/
",13,49,392,42,32,0
dcache/oncrpc4j,"https://github.com/dcache/oncrpc4j/tree/master/oncrpc4j-core/
",15,18,130,8,0,0
dcm4che/dcm4chee-arc-cdi,"https://github.com/dcm4che/dcm4chee-arc-cdi/tree/master/dcm4chee-arc-echo-scu/
",13,1,3,0,0,0
dcm4che/dcm4chee-arc-cdi,"https://github.com/dcm4che/dcm4chee-arc-cdi/tree/master/dcm4chee-arc-query/
",13,0,0,0,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-core/deegree-core-base/
",26,44,457,6,5,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-core/deegree-core-layer/
",26,2,5,0,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-core/deegree-core-tile/
",26,3,6,4,1,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-services/deegree-services-commons/
",26,4,16,0,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-services/deegree-services-wfs/
",26,4,34,0,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-services/deegree-services-wms/
",26,9,41,2,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/uncoupled/deegree-spring/
",26,2,8,1,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-core/deegree-core-protocol/deegree-protocol-commons/
",26,4,42,0,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-core/deegree-core-protocol/deegree-protocol-csw/
",26,3,8,1,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-core/deegree-core-protocol/deegree-protocol-wfs/
",26,17,118,0,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-core/deegree-core-protocol/deegree-protocol-wms/
",26,8,41,0,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-core/deegree-core-protocol/deegree-protocol-wmts/
",26,2,12,0,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-datastores/deegree-featurestores/deegree-featurestore-sql/
",26,6,44,5,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-datastores/deegree-mdstores/deegree-mdstore-iso-memory/
",26,0,0,0,0,0
deegree/deegree3,"https://github.com/deegree/deegree3/tree/master/deegree-datastores/deegree-tilestores/deegree-tilestore-filesystem/
",26,1,2,0,0,0
der-jan/supersonic,"https://github.com/der-jan/supersonic/tree/master/subsonic-main/
",10,0,0,0,0,0
devicehive/devicehive-java-server,"https://github.com/devicehive/devicehive-java-server/tree/master/devicehive-plugin/
",33,1,1,1,1,0
dianping/puma,"https://github.com/dianping/puma/tree/master/alarm/
",13,7,34,0,0,0
dianping/puma,"https://github.com/dianping/puma/tree/master/client/
",13,5,7,1,0,0
dianping/puma,"https://github.com/dianping/puma/tree/master/core/
",13,6,9,0,0,0
dianping/puma,"https://github.com/dianping/puma/tree/master/puma/
",13,43,116,2,1,0
dice-unc/jargon,"https://github.com/dice-unc/jargon/tree/master/jargon-mdquery/
",19,3,12,0,0,0
difi/oxalis,"https://github.com/difi/oxalis/tree/master/oxalis-test/
",21,3,3,0,0,0
digitalpebble/storm-crawler,"https://github.com/digitalpebble/storm-crawler/tree/master/core/
",35,34,125,2,0,0
digitalpebble/storm-crawler,"https://github.com/digitalpebble/storm-crawler/tree/master/external/tika/
",35,1,2,0,0,0
digitalpebble/storm-crawler,"https://github.com/digitalpebble/storm-crawler/tree/master/external/warc/
",35,1,7,2,0,0
docker-java/docker-java,"https://github.com/docker-java/docker-java/tree/master/docker-java/
",194,56,269,3,0,0
drallgood/jpasskit,"https://github.com/drallgood/jpasskit/tree/master/jpasskit/
",21,23,119,1,0,0
dromara/shenyu,"https://github.com/dromara/shenyu/tree/master/shenyu-spring-boot-starter/shenyu-spring-boot-starter-client/shenyu-spring-boot-starter-client-springcloud/
",233,1,2,0,0,0
dromara/soul,"https://github.com/dromara/soul/tree/master/shenyu-spring-boot-starter/shenyu-spring-boot-starter-client/shenyu-spring-boot-starter-client-springcloud/
",233,1,2,0,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-collectd/
",200,4,24,5,3,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-core/
",200,34,298,23,6,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-graphite/
",200,6,45,8,3,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-healthchecks/
",200,6,59,9,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-httpasyncclient/
",200,2,4,3,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-httpclient/
",200,3,16,1,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-httpclient5/
",200,5,17,4,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-jakarta-servlet/
",200,1,1,1,1,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-jakarta-servlets/
",200,9,30,6,6,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-jdbi/
",200,1,11,11,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-jdbi3/
",200,6,15,2,2,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-jersey3/
",200,7,28,0,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-jetty10/
",200,4,11,0,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-jetty11/
",200,4,11,0,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-jmx/
",200,2,12,2,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-json/
",200,2,13,4,2,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-jvm/
",200,12,65,2,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-log4j2/
",200,2,10,0,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-logback/
",200,1,8,0,0,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-servlet/
",200,1,1,1,1,0
dropwizard/metrics,"https://github.com/dropwizard/metrics/tree/master/metrics-servlets/
",200,10,33,7,7,0
dspace/dspace,"https://github.com/dspace/dspace/tree/master/dspace-api/
",156,96,963,76,45,0
dspace/dspace,"https://github.com/dspace/dspace/tree/master/dspace-oai/
",156,5,8,0,0,0
dspace/dspace,"https://github.com/dspace/dspace/tree/master/dspace-server-webapp/
",156,30,124,20,3,0
dspace/dspace,"https://github.com/dspace/dspace/tree/master/dspace-services/
",156,19,97,3,0,0
dspace/dspace,"https://github.com/dspace/dspace/tree/master/dspace/modules/additions/
",156,0,0,0,0,0
dspace/dspace,"https://github.com/dspace/dspace/tree/master/dspace/modules/server/
",156,0,0,0,0,0
easymock/easymock,"https://github.com/easymock/easymock/tree/master/test-integration/
",20,1,2,0,0,0
ebispot/zooma,"https://github.com/ebispot/zooma/tree/master/zooma-api/
",15,0,0,0,0,0
ebispot/zooma,"https://github.com/ebispot/zooma/tree/master/zooma-core/
",15,0,0,0,0,0
ebispot/zooma,"https://github.com/ebispot/zooma/tree/master/zooma-impl/
",15,0,0,0,0,0
ebispot/zooma,"https://github.com/ebispot/zooma/tree/master/zooma-lucene-services/
",15,0,0,0,0,0
ebispot/zooma,"https://github.com/ebispot/zooma/tree/master/zooma-owlapi/
",15,0,0,0,0,0
ebispot/zooma,"https://github.com/ebispot/zooma/tree/master/zooma-loading/zooma-owl-loader/
",15,0,0,0,0,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/http-support/
",17,7,62,14,0,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/assembly/compliance-tool/
",17,18,90,8,2,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/assembly/configuration/
",17,1,2,0,0,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/assembly/gradle-plugin/
",17,1,2,0,0,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/core/model/
",17,16,83,4,4,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/core/runtime/
",17,14,73,2,0,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/modules/cyclone-dx/
",17,2,8,0,0,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/modules/maven/
",17,8,19,5,0,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/core/frontend-stubs/cli-frontend-stub/
",17,2,3,0,0,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/core/frontend-stubs/maven-frontend-stub/
",17,1,1,0,0,0
eclipse-archived/antenna,"https://github.com/eclipse-archived/antenna/tree/master/modules/sw360/sw360-client/
",17,41,271,43,3,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/assembly/assembly-root-war/
",140,2,5,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/assembly/assembly-wsmaster-war/
",140,1,3,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/core/che-core-api-core/
",140,29,148,9,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/core/che-core-db/
",140,5,19,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/core/che-core-metrics-core/
",140,3,7,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/core/che-core-typescript-dto-maven-plugin/
",140,1,2,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/infrastructures/infrastructure-factory/
",140,2,8,4,4,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/infrastructures/infrastructure-permission/
",140,1,4,0,0,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/infrastructures/kubernetes/
",140,118,823,99,39,0
eclipse-che/che-server,"https://github.com/eclipse-che/che-server/tree/master/infrastructures/openshift/
",140,22,121,23,16,0
