Name,URL of sub-project,Contributors,# of test files,# of test units,# of test units with mocks,Total # of more than one class mocked per test,Mocks of other mocks
streamnative/pulsar-flink,"https://github.com/streamnative/pulsar-flink/tree/master/pulsar-flink-connector/
",32,27,150,3,0,0
strimzi/strimzi-kafka-operator,"https://github.com/strimzi/strimzi-kafka-operator/tree/master/cluster-operator/
",153,81,423,50,9,0
strimzi/strimzi-kafka-operator,"https://github.com/strimzi/strimzi-kafka-operator/tree/master/kafka-init/
",153,2,8,0,0,0
strimzi/strimzi-kafka-operator,"https://github.com/strimzi/strimzi-kafka-operator/tree/master/mockkube/
",153,2,1,0,0,0
strimzi/strimzi-kafka-operator,"https://github.com/strimzi/strimzi-kafka-operator/tree/master/operator-common/
",153,40,137,33,17,0
strimzi/strimzi-kafka-operator,"https://github.com/strimzi/strimzi-kafka-operator/tree/master/topic-operator/
",153,15,103,8,5,0
strimzi/strimzi-kafka-operator,"https://github.com/strimzi/strimzi-kafka-operator/tree/master/user-operator/
",153,6,94,23,19,0
sw360/sw360portal,"https://github.com/sw360/sw360portal/tree/master/frontend/sw360-portlet/
",18,9,26,12,1,0
sw360/sw360portal,"https://github.com/sw360/sw360portal/tree/master/libraries/exporters/
",18,1,1,0,0,0
sw360/sw360portal,"https://github.com/sw360/sw360portal/tree/master/libraries/lib-datahandler/
",18,21,93,17,4,0
swagger-api/swagger-core,"https://github.com/swagger-api/swagger-core/tree/master/modules/swagger-jaxrs2/
",205,28,165,0,0,0
swagger-api/swagger-core,"https://github.com/swagger-api/swagger-core/tree/master/modules/swagger-models/
",205,4,18,0,0,0
swisspush/gateleen,"https://github.com/swisspush/gateleen/tree/master/gateleen-test/
",20,36,167,0,0,0
tal-tech/sonar-swift,"https://github.com/tal-tech/sonar-swift/tree/master/objclang/
",26,5,12,0,0,0
tal-tech/sonar-swift,"https://github.com/tal-tech/sonar-swift/tree/master/sonar-swift-plugin/
",26,0,0,0,0,0
tal-tech/sonar-swift,"https://github.com/tal-tech/sonar-swift/tree/master/swiftlang/
",26,2,9,0,0,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-exception/
",79,3,15,2,0,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon/
",79,81,632,70,40,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-audit/audit-kafka/
",79,1,5,2,2,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-logging/logging-event-layout/
",79,10,28,0,0,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-messages/messages-model/
",79,0,0,0,0,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-multitenant/multitenant-spring-web/
",79,1,6,0,0,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-spring/daikon-spring-audit-logs/
",79,2,31,1,0,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-spring/daikon-spring-auth/
",79,2,4,0,0,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-spring/daikon-spring-metrics/
",79,7,45,3,1,1
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-spring/daikon-spring-mongo/
",79,5,19,4,4,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-spring/daikon-spring-reactive/daikon-spring-reactive-auth/
",79,3,5,0,0,0
talend/daikon,"https://github.com/talend/daikon/tree/master/daikon-spring/daikon-spring-reactive/daikon-spring-reactive-multitenant-mongo/
",79,1,5,4,1,0
tanaguru/tanaguru,"https://github.com/tanaguru/tanaguru/tree/master/engine/tanaguru-jms/
",26,1,0,0,0,0
tanaguru/tanaguru,"https://github.com/tanaguru/tanaguru/tree/master/ws/tanaguru-ws/
",26,9,2,0,0,0
taosdata/datax,"https://github.com/taosdata/datax/tree/master/hbase11xsqlreader/
",47,2,3,1,0,0
teiid/teiid-spring-boot,"https://github.com/teiid/teiid-spring-boot/tree/master/starter-test/
",14,3,9,0,0,0
teiid/teiid-spring-boot,"https://github.com/teiid/teiid-spring-boot/tree/master/starter/
",14,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/commons/commons-hadoop/
",34,4,9,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/commons/commons-jdbc/
",34,1,3,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/commons/commons-util/
",34,3,15,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/commons/commons-util7/
",34,2,3,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/metadata/metadata-core/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/metadata/metadata-modeshape/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/plugins/catalog-filesystem-aws-hadoop-v2/
",34,1,3,1,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/plugins/catalog-filesystem-aws-hadoop-v3/
",34,1,5,1,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/plugins/catalog-filesystem-azure/
",34,1,2,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/plugins/schema-discovery-default/
",34,2,24,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/plugins/sla-email/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/plugins/sla-jira/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/plugins/sla-metrics-default/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/plugins/spark-shell-server/
",34,3,12,9,4,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/security/security-auth-kylo-rest/
",34,1,1,1,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/security/security-auth-ldap/
",34,2,8,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/security/security-auth/
",34,3,14,7,1,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/repository-service/
",34,1,2,2,1,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/commons/commons-spark/commons-spark-repl/
",34,1,7,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/commons/commons-spark/commons-spark-shell-plugin-shared/
",34,2,3,1,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/core/alerts/alerts-core/
",34,2,19,9,5,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/core/file-metadata/file-metadata-core/
",34,1,3,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/core/operational-metadata/operational-metadata-jpa/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/core/schema-discovery/schema-discovery-rdbms/
",34,3,10,5,3,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/core/sla/sla-core/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/audit-logging-service/audit-logging-jpa/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/catalog-service/catalog-controller/
",34,2,6,5,2,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/catalog-service/catalog-core/
",34,3,5,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/feed-manager-service/feed-manager-controller/
",34,2,7,1,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/metadata-service/metadata-rest-client-spring/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/operational-metadata-service/operational-metadata-integration-service/
",34,1,11,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/scheduler-service/scheduler-core/
",34,6,10,1,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/scheduler-service/scheduler-quartz/
",34,6,29,6,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/schema-discovery-service/schema-discovery-controller/
",34,1,3,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/spark-shell-service/spark-shell-controller/
",34,2,5,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/spark-shell-service/spark-shell-core/
",34,2,5,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/services/thrift-proxy-service/thrift-proxy-core/
",34,1,3,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/spark/spark-catalog/spark-catalog-core/
",34,17,66,45,13,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/spark/spark-shell-client/spark-shell-client-app/
",34,4,15,7,5,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/spark/spark-shell-client/spark-shell-client-v1/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/spark/spark-shell-client/spark-shell-client-v2/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/spark/spark-validate-cleanse/spark-validate-cleanse-core/
",34,2,23,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/spark/spark-validate-cleanse/spark-validate-cleanse-spark-v1/
",34,1,2,2,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/spark/spark-validate-cleanse/spark-validate-cleanse-spark-v2/
",34,1,1,1,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/
",34,14,103,7,5,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-savepoint-processor-v1.2/
",34,2,13,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/nifi/nifi-nar-bundles/nifi-hadoop-bundle/nifi-hadoop-processors/
",34,4,23,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/nifi/nifi-nar-bundles/nifi-provenance-repo-bundle/nifi-provenance-repo/
",34,1,1,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/nifi/nifi-nar-bundles/nifi-teradata-tdch-bundle/nifi-teradata-tdch-core/
",34,0,0,0,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/nifi/nifi-rest/nifi-rest-client/nifi-rest-client-api/
",34,5,10,10,1,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/nifi/nifi-nar-bundles/nifi-standard-services/nifi-core-service-bundle/nifi-core-service/
",34,2,3,2,0,0
teradata/kylo,"https://github.com/teradata/kylo/tree/master/integrations/nifi/nifi-nar-bundles/nifi-standard-services/nifi-spark-service-bundle/nifi-spark-service/
",34,1,5,0,0,0
terracotta-oss/terracotta-platform,"https://github.com/terracotta-oss/terracotta-platform/tree/master/client-message-tracker/
",30,4,16,9,6,0
terracotta-oss/terracotta-platform,"https://github.com/terracotta-oss/terracotta-platform/tree/master/data-root-resource/
",30,5,27,12,7,0
terracotta-oss/terracotta-platform,"https://github.com/terracotta-oss/terracotta-platform/tree/master/offheap-resource/
",30,7,38,14,6,0
terracotta-oss/terracotta-platform,"https://github.com/terracotta-oss/terracotta-platform/tree/master/platform-base/
",30,2,6,1,0,0
terracotta-oss/terracotta-platform,"https://github.com/terracotta-oss/terracotta-platform/tree/master/runnel/
",30,28,107,0,0,0
terracotta-oss/terracotta-platform,"https://github.com/terracotta-oss/terracotta-platform/tree/master/healthchecker-entity/api/
",30,1,1,1,1,0
terracotta-oss/terracotta-platform,"https://github.com/terracotta-oss/terracotta-platform/tree/master/lease/api/
",30,9,31,7,0,0
terracotta-oss/terracotta-platform,"https://github.com/terracotta-oss/terracotta-platform/tree/master/lease/entity-client/
",30,3,15,5,0,0
terracotta-oss/terracotta-platform,"https://github.com/terracotta-oss/terracotta-platform/tree/master/lease/entity-server/
",30,19,70,21,16,0
